Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
28e265ee-49be-3b72-b29e-3aa9a53f248e,ef58ea08-d883-3957-8300-150554edc8fb,Rosette746 Bruen238,F,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,107
c069042b-d730-3021-8f0e-d1fa8f2bbed1,69176529-fd1f-3b3f-abce-a0a3626769eb,Janette321 Fisher429,F,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,131
822bc4bb-0700-3341-b343-9e5d0f7e6655,5e765f2b-e908-3888-9fc7-df2cb87beb58,Chauncey770 Steuber698,M,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,2
e7733abb-0c64-372a-b589-f2372898bfa1,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Dagny669 Wyman904,F,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,607
3f3170ef-5540-31f0-9aae-e3d7384d87e3,e002090d-4e92-300e-b41e-7d1f21dee4c6,Caitlyn56 Medhurst46,F,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,149
36c27725-68fe-39d3-86c7-fa12d671e380,ef6ab57c-ed94-3dbe-9861-812d515918b3,Tuan998 Fadel536,M,GENERAL PRACTICE,88 LEWIS BAY ROAD,HYANNIS,MA,02601,41.748854,-70.74053599999998,91
4979a06f-2a09-3130-be6b-4cf2c82a2641,49318f80-bd8b-3fc7-a096-ac43088b0c12,Bernard308 Carter549,M,GENERAL PRACTICE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,231
c159e0be-8b7c-32d3-918f-37a4c59284f7,fbf6180e-b800-3ebe-b91d-93d0288c400e,Peter292 Wintheiser220,M,GENERAL PRACTICE,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,86
a08850fc-0305-3e60-9b87-f3bec81a8daf,8b58cdd1-3d79-3126-8fe0-da2c54d6805c,Margaret865 Herzog843,F,GENERAL PRACTICE,2100 DORCHESTER AVENUE,BOSTON,MA,02124,42.33196,-71.020173,71
115e7b17-c0c7-3b27-9b72-7458bdbde6b4,4bdaa4c2-c664-3089-aee2-7137abbad27f,Delta800 Quigley282,F,GENERAL PRACTICE,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,434
2ec07b32-6089-38a4-a69d-6fbd058e3cac,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Carl856 Halvorson124,M,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,157
97ff1458-93c9-3051-97e0-f7f5c02ac73c,5d4b9df1-93ae-3bc9-b680-03249990e558,Vicente970 Kilback373,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,67
cc81e5f1-cd7b-39c2-90c1-985314382098,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Octavio643 Schaefer657,M,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,134
