Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
f05fa551-4637-3616-8bcc-de169ebf05d3,ef58ea08-d883-3957-8300-150554edc8fb,Rosette746 Bruen238,F,GENERAL PRACTICE,60 HOSPITAL ROAD,LEOMINSTER,MA,01453,42.520838,-71.770876,1
c0f62f12-238e-3596-a7b4-3a35184620e8,69176529-fd1f-3b3f-abce-a0a3626769eb,Lesley194 Fisher429,M,GENERAL PRACTICE,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,1
174458e0-e7e5-3576-a852-95e17b6f3797,5e765f2b-e908-3888-9fc7-df2cb87beb58,Ludivina884 Steuber698,F,GENERAL PRACTICE,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,4
df6e6aaf-bb43-3883-bd24-0852ea8de4e5,f1fbcbfb-fcfa-3bd2-b7f4-df20f1b3c3a4,Whitney250 Wyman904,M,GENERAL PRACTICE,ONE GENERAL STREET,LAWRENCE,MA,01842,42.700273,-71.161357,4
de945464-a926-346f-89da-7a7343989f53,e002090d-4e92-300e-b41e-7d1f21dee4c6,Wilfredo622 Medhurst46,M,GENERAL PRACTICE,1493 CAMBRIDGE STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,2
8d03e46b-303b-32f2-9301-0ad0bb75039c,49318f80-bd8b-3fc7-a096-ac43088b0c12,Almeta56 Carter549,F,GENERAL PRACTICE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,2
d2273727-75e2-35e6-9054-857056d0b13d,fbf6180e-b800-3ebe-b91d-93d0288c400e,Peter292 Wintheiser220,M,GENERAL PRACTICE,164 HIGH STREET,GREENFIELD,MA,01301,42.614671,-72.597063,1
f429f12b-4e1f-39c1-b49e-a216c1ac46a2,4bdaa4c2-c664-3089-aee2-7137abbad27f,Burt293 Quigley282,M,GENERAL PRACTICE,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,149
873f8edb-99e4-3ec9-afec-57a66716037b,ecc51621-0af3-3b35-ac3e-8b1e34022e92,Cecille691 Halvorson124,F,GENERAL PRACTICE,795 MIDDLE STREET,FALL RIVER,MA,02721,41.725351,-71.094162,3
27dcccfb-8f94-3964-95eb-9f3e4d03b975,5d4b9df1-93ae-3bc9-b680-03249990e558,Vicente970 Kilback373,M,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,1
71f0b262-2604-3b1b-b3ba-d44c355324c9,37b4d73f-652d-3033-a16e-d97b9e8b4cda,María Soledad68 Sánchez310,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,2
10d72386-bfac-3acb-843e-a39025933c73,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Joselyn874 Bayer639,F,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,2
b04c988f-16cf-33b0-bd00-5db1b4e171dc,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Jesus702 Crona259,M,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,2
dc97a413-e839-340d-af93-7e93bcdb9acd,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,108
